company,product_name,download_amount,slogan,update_time,download_rankings_amount_1,download_rankings_amount_2,download_rankings_amount_3,download_rankings_amount_4,download_rankings_amount_5,download_rankings_amount_6,download_rankings_amount_7,download_rankings_amount_8,download_rankings_amount_9,download_rankings_amount_10,url
天时汇（北京）电子商务有限公司,大腕选表,881.4万下载量,选手表，上大腕选表，全球手表选购指南,APP更新：2016.09.29,"百度手机助手,10分,857万下载","魅族应用商店,10分,11.4万下载","应用宝,10分,6.4万下载","360手机助手,9.1分,6万下载","豌豆荚,暂无,5655下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/12079921/products/31383/
厦门别买了网络科技有限公司,别买了,190.3万下载量,母婴产品租赁商城,APP更新：2018.01.23,"百度手机助手,暂无,43万下载","魅族应用商店,10分,41万下载","应用宝,10分,32万下载","360手机助手,9.8分,31万下载","华为应用市场,10分,27.7万下载","豌豆荚,10分,15.6万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/13201299/products/54424/
北京火星盒子科技有限公司,火星兔子,7.2万下载量,扫码支付免排队,APP更新：2018.01.26,"应用宝,8.0分,3.3万下载","华为应用市场,6.0分,2.9万下载","360手机助手,8.6分,3146下载","魅族应用商店,10分,2578下载","百度手机助手,暂无,2433下载","豌豆荚,10分,2355下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/12769138/products/54434/
广州米速信息科技有限公司,七八社,22.4万下载量,解决团队管理工具,APP更新：2018.01.05,"应用宝,9.4分,18万下载","百度手机助手,暂无,1万下载","魅族应用商店,10分,8558下载","OPPO软件商店,4.0分,8000下载","豌豆荚,暂无,7815下载","华为应用市场,6.0分,6068下载","360手机助手,9.0分,4036下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/12553538/products/39503/
湖南一叩即发网络科技有限公司,一call即发,5.4万下载量,APP更新：2018.01.10,数据更新：2018.01.28,"应用宝,9.0分,1.9万下载","华为应用市场,8.0分,1.4万下载","魅族应用商店,8.0分,7318下载","豌豆荚,暂无,6465下载","百度手机助手,暂无,5285下载","360手机助手,4.1分,2119下载","小米应用商店,6.0分,暂无",,,,http://www.jobui.com/company/13295391/products/13393/
河南瀚森电子科技有限公司,免单吧,12.5万下载量,免单吧专注打造1元起包邮、免单购物商城,APP更新：2017.06.07,"360手机助手,7.5分,7万下载","百度手机助手,暂无,5万下载","豌豆荚,10分,2475下载","应用宝,6.0分,1297下载","华为应用市场,2.0分,1144下载","魅族应用商店,暂无,356下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/13450954/products/47602/
深圳红酒世界网新媒体有限公司,红酒世界,31.7万下载量,红酒世界App,APP更新：2017.11.22,"华为应用市场,10分,18.9万下载","应用宝,10分,5.9万下载","OPPO软件商店,9.0分,3万下载","360手机助手,9.6分,1万下载","百度手机助手,9.9分,1万下载","豌豆荚,10分,1万下载","魅族应用商店,10分,8917下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/10962117/products/31328/
北京易宝屏网络科技有限公司,爱之依,7.2万下载量,APP更新：2018.01.05,数据更新：2018.01.28,"百度手机助手,10分,3万下载","华为应用市场,10分,2.2万下载","魅族应用商店,10分,1万下载","360手机助手,9.6分,1万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/12891313/products/68606/
佛山市银刃信息技术服务有限公司,起货翡翠,8万下载量,翡翠源头直播代购,APP更新：2017.12.21,"应用宝,10分,7.6万下载","豌豆荚,暂无,2520下载","魅族应用商店,7.0分,1458下载","小米应用商店,暂无,暂无",,,,,,,http://www.jobui.com/company/12377214/products/47577/
惠州市颜面科技有限公司,颜面,6.7万下载量,人人都有得意画像,APP更新：2017.06.15,"应用宝,7.4分,2.5万下载","360手机助手,6.0分,2万下载","华为应用市场,6.0分,1.3万下载","豌豆荚,暂无,3540下载","百度手机助手,2.0分,3055下载","魅族应用商店,10分,2992下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/13317399/products/47572/
北京九州云动科技有限公司,好值,50.4万下载量,好便宜购物1折起,APP更新：2017.12.14,"应用宝,8.4分,22万下载","华为应用市场,9.0分,14万下载","豌豆荚,10分,7.6万下载","魅族应用商店,9.4分,6.7万下载","小米应用商店,7.0分,暂无",,,,,,http://www.jobui.com/company/11878923/products/30865/
江苏维纳达软件技术有限公司,WowMall,13.2万下载量,APP更新：2017.12.27,数据更新：2018.01.29,"360手机助手,9.9分,12万下载","百度手机助手,10分,5451下载","魅族应用商店,5.4分,5127下载","华为应用市场,6.0分,1538下载","小米应用商店,5.0分,暂无",,,,,,http://www.jobui.com/company/11019197/products/68108/
上海爱珮客贸易有限公司,宝养汇帮5养车,22.5万下载量,养车服务预约,APP更新：2017.08.11,"应用宝,10分,16万下载","360手机助手,6.6分,3万下载","百度手机助手,10分,3万下载","豌豆荚,暂无,4605下载","魅族应用商店,2.0分,643下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/11114775/products/52246/
北京蓝羚信息技术有限公司,上新,11.6万下载量,新款天天抢批，1,APP更新：2017.12.21,"应用宝,8.0分,5.2万下载","华为应用市场,8.0分,3.8万下载","百度手机助手,暂无,1万下载","魅族应用商店,暂无,6770下载","豌豆荚,暂无,6750下载","360手机助手,6.3分,3198下载",,,,,http://www.jobui.com/company/12629382/products/76148/
康美时代（广东）发展有限公司,康美时代,10.5万下载量,康美时代健康最美,APP更新：2017.12.06,"应用宝,10分,3.1万下载","百度手机助手,暂无,2万下载","华为应用市场,6.0分,1.9万下载","豌豆荚,暂无,1.6万下载","OPPO软件商店,10分,1万下载","360手机助手,7.2分,6253下载","魅族应用商店,暂无,2708下载",,,,http://www.jobui.com/company/13069578/products/30382/
北京玄天和创科技有限公司,礼易帮,27.2万下载量,APP更新：2014.09.05,数据更新：2018.01.28,"360手机助手,6.0分,27万下载","百度手机助手,暂无,1316下载","豌豆荚,暂无,1005下载","应用宝,10分,74下载",,,,,,,http://www.jobui.com/company/10554933/products/19955/
中酒时代酒业（北京）有限公司,中酒网,7.7万下载量,APP更新：2018.01.18,数据更新：2018.01.28,"豌豆荚,暂无,5.9万下载","OPPO软件商店,暂无,1万下载","魅族应用商店,6.0分,5808下载","华为应用市场,6.0分,1885下载","百度手机助手,暂无,315下载","360手机助手,6.0分,306下载",,,,,http://www.jobui.com/company/12124441/products/30446/
广州市显泰电子科技有限公司,神秘逃亡,11.2万下载量,APP更新：2017.08.16,数据更新：2017.11.01,"360手机助手,5.0分,5万下载","豌豆荚,暂无,3.4万下载","魅族应用商店,5.2分,2.8万下载","应用宝,暂无,17下载","小米应用商店,7.0分,暂无",,,,,,http://www.jobui.com/company/11059402/products/62091/
武汉市冰盒网络科技有限公司,积米惠购,50.9万下载量,一站式导购,APP更新：2018.01.17,"应用宝,10分,50万下载","华为应用市场,10分,7323下载","豌豆荚,暂无,900下载","360手机助手,7.9分,479下载","百度手机助手,暂无,72下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/9056594/products/54449/
杭州掌赢科技有限公司,超级返,7.2万下载量,APP更新：2017.12.01,数据更新：2018.01.28,"应用宝,7.4分,2.5万下载","豌豆荚,暂无,1.6万下载","华为应用市场,2.0分,1.6万下载","百度手机助手,10分,1万下载","360手机助手,7.7分,3717下载","魅族应用商店,6.0分,2069下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12646692/products/13595/
广州淘巴适网络科技有限公司,淘巴士,12.3万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"应用宝,7.2分,4.9万下载","华为应用市场,4.0分,3.4万下载","魅族应用商店,7.4分,1.5万下载","豌豆荚,暂无,1万下载","百度手机助手,4.6分,1万下载","360手机助手,6.6分,5113下载","小米应用商店,5.0分,暂无",,,,http://www.jobui.com/company/12563337/products/21913/
深圳市点嘀互联网络有限公司,神马嘀嘀,6.4万下载量,汽车运动文化体验,APP更新：2017.12.21,"应用宝,5.6分,2.5万下载","魅族应用商店,10分,1.6万下载","360手机助手,7.2分,1万下载","华为应用市场,8.0分,5776下载","百度手机助手,10分,3599下载","豌豆荚,暂无,3135下载","OPPO软件商店,暂无,1000下载","小米应用商店,7.0分,暂无",,,http://www.jobui.com/company/12266380/products/23047/
广西翌能物联科技有限公司,玉柴机器,5.3万下载量,玉柴机器无忧服务,APP更新：2017.12.21,"应用宝,10分,3.8万下载","百度手机助手,暂无,1万下载","豌豆荚,暂无,3420下载","魅族应用商店,6.0分,1809下载",,,,,,,http://www.jobui.com/company/11444821/products/79322/
江苏幸福蓝海影院发展有限责任公司,幸福看,33.9万下载量,APP更新：2017.09.07,数据更新：2018.01.28,"应用宝,5.6分,13万下载","百度手机助手,6.8分,8万下载","豌豆荚,暂无,8万下载","OPPO软件商店,8.0分,3万下载","魅族应用商店,7.4分,1.9万下载",,,,,,http://www.jobui.com/company/8034310/products/30910/
河南中铝信息有限公司,铝信,28.3万下载量,掌中玩转铝材交易,APP更新：2018.01.19,"应用宝,9.4分,9.8万下载","华为应用市场,9.0分,5.9万下载","百度手机助手,9.5分,5万下载","OPPO软件商店,9.0分,4万下载","豌豆荚,暂无,1.8万下载","360手机助手,7.9分,1万下载","魅族应用商店,8.0分,7641下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/771295/products/39579/
重庆椰视网络科技有限公司,布心街,14.1万下载量,领红包购物还返利,APP更新：2017.08.07,"360手机助手,9.6分,5万下载","魅族应用商店,10分,2.7万下载","应用宝,10分,2.3万下载","华为应用市场,10分,2.1万下载","百度手机助手,10分,2万下载","豌豆荚,10分,733下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/14568239/products/74503/
购了啦（上海）网络科技有限公司,欲购,16.4万下载量,APP更新：2018.01.26,数据更新：2018.01.28,"华为应用市场,7.0分,5.1万下载","360手机助手,5.3分,5万下载","魅族应用商店,7.4分,3.3万下载","百度手机助手,8.8分,3万下载","小米应用商店,4.0分,暂无",,,,,,http://www.jobui.com/company/12558147/products/68241/
深圳市至爱空间网络科技有限公司,至爱空间,25.5万下载量,您的生活专家,APP更新：2017.11.27,"应用宝,10分,7.5万下载","华为应用市场,10分,6万下载","百度手机助手,暂无,5万下载","360手机助手,6.0分,5万下载","豌豆荚,暂无,2万下载","魅族应用商店,10分,211下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12068570/products/53312/
呼朋科技（北京）有限公司,WANTS好物,23.3万下载量,新用户一折起购超值全球电商,APP更新：2018.01.09,"华为应用市场,9.0分,15.5万下载","百度手机助手,7.3分,3万下载","应用宝,9.2分,2.1万下载","360手机助手,8.8分,2万下载","豌豆荚,暂无,3630下载","OPPO软件商店,3.0分,2000下载","魅族应用商店,8.0分,1100下载","苹果应用市场,8.0分,暂无","小米应用商店,10分,暂无",,http://www.jobui.com/company/12558433/products/31327/
上海端眸实业集团股份有限公司,碰碰购,33.8万下载量,APP更新：2017.12.21,数据更新：2018.01.28,"百度手机助手,暂无,16万下载","华为应用市场,10分,6.9万下载","魅族应用商店,9.8分,5.9万下载","360手机助手,9.7分,5万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/13516543/products/68064/
海尔集团电子商务有限公司,海尔商城,17.6万下载量,海尔商城,APP更新：2017.05.10,"百度手机助手,7.3分,7万下载","豌豆荚,暂无,4.6万下载","OPPO软件商店,5.0分,4万下载","魅族应用商店,7.8分,2万下载",,,,,,,http://www.jobui.com/company/5391009/products/13332/
北京达仁工信息技术有限公司,二手车估价,29.9万下载量,APP更新：2018.01.11,数据更新：2018.01.29,"百度手机助手,5.6分,22万下载","360手机助手,5.8分,4万下载","华为应用市场,6.0分,1.2万下载","应用宝,6.6分,1.2万下载","豌豆荚,暂无,1.2万下载","魅族应用商店,10分,2290下载",,,,,http://www.jobui.com/company/11094993/products/52207/
温州鼎创网络科技有限公司,夺宝天地,14.2万下载量,一元云购潮流正品,APP更新：2017.07.17,"华为应用市场,10分,8.8万下载","豌豆荚,0.7分,5.4万下载",,,,,,,,,http://www.jobui.com/company/12988342/products/30689/
河南乐善网络科技有限公司,益联益家,24.5万下载量,积分增值消费平台,APP更新：2017.12.22,"应用宝,9.2分,24万下载","豌豆荚,10分,4125下载","魅族应用商店,10分,1166下载",,,,,,,,http://www.jobui.com/company/14430359/products/69813/
零号线电子商务有限公司,零号线外卖,298.2万下载量,白领外卖首选APP！岂止品质，简直好玩！,APP更新：2017.05.10,"豌豆荚,4.8分,70.8万下载","百度手机助手,9.2分,55万下载","华为应用市场,3.0分,53万下载","360手机助手,9.6分,49万下载","应用宝,8.8分,33万下载","魅族应用商店,7.0分,31.4万下载","OPPO软件商店,9.0分,6万下载","苹果应用市场,8.0分,暂无","小米应用商店,5.0分,暂无",,http://www.jobui.com/company/11611462/products/13963/
无锡拉风无限科技有限公司,省钱,5.6万下载量,省钱购物有好货,APP更新：2018.01.10,"华为应用市场,10分,3.9万下载","应用宝,10分,1.2万下载","豌豆荚,暂无,3840下载","百度手机助手,暂无,1052下载",,,,,,,http://www.jobui.com/company/11695405/products/75266/
重庆易宠科技有限公司,E宠商城,668.1万下载量,宠物用品团购商城,APP更新：2018.01.13,"百度手机助手,9.3分,237万下载","360手机助手,9.9分,163万下载","华为应用市场,6.0分,88.4万下载","OPPO软件商店,10分,50万下载","豌豆荚,暂无,48.1万下载","应用宝,10分,42万下载","魅族应用商店,10分,39.6万下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/1614648/products/13379/
运力宝（北京）科技有限公司,第一物流,48.8万下载量,找车 找货 找物流  物流人的网络之家,APP更新：2016.08.31,"百度手机助手,8.5分,20万下载","应用宝,7.4分,8.8万下载","OPPO软件商店,10分,6万下载","华为应用市场,7.0分,5.6万下载","豌豆荚,10分,4.1万下载","魅族应用商店,10分,2.3万下载","360手机助手,7.5分,2万下载","小米应用商店,3.0分,暂无",,,http://www.jobui.com/company/12156869/products/31108/
