company,product_name,download_amount,slogan,update_time,download_rankings_amount_1,download_rankings_amount_2,download_rankings_amount_3,download_rankings_amount_4,download_rankings_amount_5,download_rankings_amount_6,download_rankings_amount_7,download_rankings_amount_8,download_rankings_amount_9,download_rankings_amount_10,url
索尼（中国）有限公司上海分公司,索尼中国,713.9万下载量,索尼中国官方商城,APP更新：2017.12.22,"百度手机助手,8.1分,532万下载","应用宝,8.4分,164万下载","豌豆荚,7.5分,16万下载","魅族应用商店,9.8分,1.9万下载",,,,,,,http://www.jobui.com/company/12131022/products/76120/
深圳中集电商物流科技有限公司,e栈快递侠,46.8万下载量,e栈快递员,APP更新：2017.12.21,"华为应用市场,8.0分,16.1万下载","应用宝,6.8分,9.9万下载","百度手机助手,8.0分,8万下载","豌豆荚,暂无,7.3万下载","魅族应用商店,10分,5.5万下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/12068132/products/13263/
深圳市云商世纪电子商务有限公司,衣蝠,323.8万下载量,正品女装网购神器,APP更新：2017.12.27,"百度手机助手,9.8分,182万下载","360手机助手,9.4分,78万下载","华为应用市场,3.0分,25.1万下载","豌豆荚,5.6分,15.3万下载","应用宝,9.2分,12万下载","魅族应用商店,9.4分,11.4万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/12197325/products/30540/
北京听花科技有限公司,听花鲜花速递,50.8万下载量,鲜花速递新人礼包,APP更新：2018.01.28,"豌豆荚,9.9分,25.5万下载","应用宝,10分,15万下载","魅族应用商店,10分,10.3万下载","小米应用商店,8.0分,暂无",,,,,,,http://www.jobui.com/company/13603763/products/53311/
河南蚂蚁众包信息科技有限公司,蚂蚁配送员,6.5万下载量,成为配送员挣大钱,APP更新：2018.01.26,"华为应用市场,8.0分,2.6万下载","应用宝,8.4分,1.5万下载","豌豆荚,暂无,9975下载","百度手机助手,10分,6889下载","魅族应用商店,8.0分,4125下载","360手机助手,7.7分,2917下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/13261270/products/30436/
珠海易辰贸易有限公司,爱回扣购物返利打折,222.1万下载量,淘宝返利购物打折,APP更新：2017.09.11,"魅族应用商店,10分,123.9万下载","豌豆荚,7.3分,92.7万下载","应用宝,10分,5.5万下载","小米应用商店,8.0分,暂无",,,,,,,http://www.jobui.com/company/11325906/products/69836/
长春艾爱未来文化发展有限公司,i未来,7.1万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"百度手机助手,10分,7万下载","魅族应用商店,10分,503下载","小米应用商店,10分,暂无",,,,,,,,http://www.jobui.com/company/13186092/products/68051/
广州蟠桃网络有限公司,比目,39.6万下载量,年轻品质加盟社区,APP更新：2017.11.10,"360手机助手,9.7分,16万下载","OPPO软件商店,10分,10万下载","应用宝,10分,9.3万下载","百度手机助手,10分,3万下载","魅族应用商店,10分,1.2万下载","豌豆荚,10分,750下载",,,,,http://www.jobui.com/company/13612556/products/31369/
无印良品（上海）商业有限公司,passport,16.4万下载量,passport,APP更新：2018.01.19,"应用宝,3.2分,7.5万下载","豌豆荚,4.8分,7万下载","魅族应用商店,6.0分,1.9万下载",,,,,,,,http://www.jobui.com/company/11731282/products/13372/
西双版纳鸿巨网络科技有限公司,春潮,617.1万下载量,性爱情趣生活必备,APP更新：2017.11.17,"豌豆荚,6.0分,312.8万下载","百度手机助手,7.1分,239万下载","应用宝,10分,36万下载","魅族应用商店,10分,29.3万下载",,,,,,,http://www.jobui.com/company/13604517/products/39447/
广州御途网络技术有限公司,御途网,51万下载量,APP更新：2017.12.25,数据更新：2018.01.28,"百度手机助手,暂无,21万下载","360手机助手,9.6分,15万下载","魅族应用商店,10分,10.8万下载","华为应用市场,5.0分,4.2万下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/11945122/products/68274/
广州市蜂擎信息科技有限公司,赚生活,13.7万下载量,赚生活天天双11,APP更新：2017.11.06,"应用宝,7.4分,7.2万下载","豌豆荚,暂无,3.5万下载","百度手机助手,10分,3万下载",,,,,,,,http://www.jobui.com/company/12989922/products/75265/
北京淘艺宝科技有限公司,淘艺宝,28.1万下载量,艺术品交易平台,APP更新：2018.01.23,"华为应用市场,10分,10.8万下载","应用宝,10分,8.5万下载","360手机助手,7.6分,8万下载","豌豆荚,暂无,6795下载","百度手机助手,暂无,1436下载","魅族应用商店,暂无,265下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/13934078/products/30420/
北京华创振新科技发展有限公司,3D咕咕试衣间,20.2万下载量,全新超真实人模，让您感受在家试穿网购！,APP更新：2014.09.02,"豌豆荚,暂无,16.1万下载","应用宝,2.6分,2.1万下载","360手机助手,5.7分,2万下载",,,,,,,,http://www.jobui.com/company/8358260/products/30925/
中和宝电子商务（北京）有限公司,爱品选,12.9万下载量,高品质服务,APP更新：2018.01.11,"应用宝,6.0分,3.2万下载","华为应用市场,4.0分,2.6万下载","豌豆荚,暂无,2.6万下载","百度手机助手,暂无,2万下载","OPPO软件商店,10分,1万下载","魅族应用商店,暂无,7632下载","360手机助手,6.0分,6915下载","小米应用商店,8.0分,暂无",,,http://www.jobui.com/company/13977387/products/30544/
上海盒马网络科技有限公司,盒马,24.6万下载量,有盒马，购新鲜,APP更新：2018.01.21,"豌豆荚,暂无,24.6万下载",,,,,,,,,,http://www.jobui.com/company/13807238/products/80946/
杭州他她购信息技术有限公司,她他精选,34.3万下载量,每日精选品质商品,APP更新：2017.12.21,"华为应用市场,9.0分,9.7万下载","百度手机助手,10分,8万下载","应用宝,9.8分,6.3万下载","360手机助手,8.7分,4万下载","魅族应用商店,10分,2.5万下载","OPPO软件商店,10分,2万下载","豌豆荚,10分,1.9万下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/13186087/products/30898/
辽宁金社裕农电子商务集团有限公司,天鲜到,6.4万下载量,APP更新：2018.01.17,数据更新：2018.01.22,"华为应用市场,10分,3.8万下载","百度手机助手,暂无,2万下载","360手机助手,6.0分,3837下载","魅族应用商店,10分,2370下载","小米应用商店,6.0分,暂无",,,,,,http://www.jobui.com/company/12358124/products/67891/
深圳市甜品礼物网络科技有限公司,甜品礼物,14.6万下载量,帮你买到感动她的贴心礼物！,APP更新：2015.07.02,"应用宝,9.0分,12万下载","华为应用市场,9.0分,9306下载","百度手机助手,9.7分,7339下载","豌豆荚,暂无,5385下载","魅族应用商店,4.0分,2415下载","360手机助手,6.0分,1099下载","小米应用商店,7.0分,暂无",,,,http://www.jobui.com/company/11627160/products/31412/
北京海拓天行科技有限公司,漫骆驼,6.2万下载量,动漫电影粉丝的天堂，全国最大的正品模玩商城,APP更新：2018.01.21,"豌豆荚,暂无,1.9万下载","应用宝,6.0分,1.2万下载","魅族应用商店,9.4分,1.1万下载","百度手机助手,9.0分,1万下载","360手机助手,7.0分,9215下载","小米应用商店,6.0分,暂无",,,,,http://www.jobui.com/company/12102647/products/74504/
焦点科技股份有限公司（中国制造网）,中国制造网,5.4万下载量,外贸助手,APP更新：2018.01.17,"华为应用市场,10分,1.8万下载","豌豆荚,暂无,1.3万下载","应用宝,暂无,1.2万下载","百度手机助手,6.0分,6246下载","魅族应用商店,暂无,4551下载","小米应用商店,3.0分,暂无",,,,,http://www.jobui.com/company/12097873/products/39520/
江苏龙蟠科技股份有限公司,龙蟠,6.8万下载量,APP更新：2017.12.26,数据更新：2018.01.22,"应用宝,6.8分,6.1万下载","豌豆荚,暂无,5910下载","魅族应用商店,6.0分,786下载",,,,,,,,http://www.jobui.com/company/11522716/products/30659/
无印良品（上海）商业有限公司,MUJI passport,7.3万下载量,无印良品（上海）商业有限公司提供给其消费者，于无印良品MUJI实体店或官方网络商城购物累计积分及兑换...,APP更新：2018.01.19,"豌豆荚,暂无,4.3万下载","360手机助手,5.0分,3万下载","苹果应用市场,4.0分,暂无",,,,,,,,http://www.jobui.com/company/11731282/products/70299/
湖南惠农科技有限公司,手机惠农,516.4万下载量,农产品批发采购,APP更新：2018.01.24,"华为应用市场,10分,132万下载","百度手机助手,9.3分,110万下载","应用宝,10分,81万下载","360手机助手,9.7分,81万下载","豌豆荚,9.5分,58.2万下载","魅族应用商店,10分,54.2万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/11226697/products/39458/
福建未名信息技术股份有限公司,运吧司机版,23.2万下载量,运吧好运轻松货运,APP更新：2017.12.02,"应用宝,10分,12万下载","OPPO软件商店,10分,6万下载","华为应用市场,10分,3.3万下载","豌豆荚,暂无,1.6万下载","魅族应用商店,10分,3556下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/12469055/products/31121/
西安云果网络科技有限公司,折券,10.2万下载量,购物省，分享赚,APP更新：2018.01.10,"应用宝,10分,10万下载","华为应用市场,6.0分,1070下载","豌豆荚,暂无,702下载",,,,,,,,http://www.jobui.com/company/13422737/products/79601/
广州市滕驰网络有限公司,众享亿家,22.1万下载量,APP更新：2018.01.25,数据更新：2018.01.29,"应用宝,9.6分,22万下载","豌豆荚,暂无,951下载",,,,,,,,,http://www.jobui.com/company/13820472/products/79596/
花圃（北京）科技有限公司,花粉儿,191.2万下载量,女性闲置交易平台,APP更新：2018.01.10,"华为应用市场,6.0分,79.7万下载","百度手机助手,9.2分,42万下载","应用宝,9.6分,23万下载","豌豆荚,9.9分,22.2万下载","魅族应用商店,9.6分,16.3万下载","360手机助手,8.9分,8万下载",,,,,http://www.jobui.com/company/13116726/products/76106/
广州小狒网络科技有限公司,淘个车位-广州共享停车,15.9万下载量,每月省出一箱汽油,APP更新：2018.01.19,"华为应用市场,5.0分,9.5万下载","应用宝,10分,4.7万下载","魅族应用商店,2.0分,1.6万下载","豌豆荚,暂无,1365下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/12619745/products/39622/
深圳市禾嘉科技有限公司,绿蚂蚁快递,31.7万下载量,APP更新：2015.03.09,数据更新：2018.01.28,"360手机助手,8.0分,30万下载","百度手机助手,9.0分,8460下载","豌豆荚,暂无,7395下载","应用宝,8.4分,1408下载",,,,,,,http://www.jobui.com/company/11293052/products/39815/
上海爱彼此家居用品股份有限公司,ABS家居,37.6万下载量,购物便捷好用,APP更新：2018.01.04,"应用宝,9.2分,19万下载","华为应用市场,7.0分,7.7万下载","百度手机助手,10分,4万下载","豌豆荚,5.0分,3.8万下载","360手机助手,5.0分,2万下载","魅族应用商店,5.2分,1.1万下载","小米应用商店,7.0分,暂无",,,,http://www.jobui.com/company/8006231/products/30409/
深圳市爱施德股份有限公司,U友商城,7万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"豌豆荚,暂无,5.8万下载","应用宝,4.6分,9310下载","魅族应用商店,2.8分,2364下载",,,,,,,,http://www.jobui.com/company/1338016/products/30350/
北京掌上非凡科技有限公司,河马VIP,16.8万下载量,妈妈会员购物省钱,APP更新：2018.01.23,"应用宝,10分,11万下载","华为应用市场,6.0分,5.7万下载","豌豆荚,暂无,685下载","百度手机助手,暂无,73下载",,,,,,,http://www.jobui.com/company/14641657/products/79600/
广州市巴图鲁信息科技有限公司,汽配铺,9.9万下载量,汽配采购轻松一点,APP更新：2017.12.21,"豌豆荚,暂无,4.6万下载","百度手机助手,暂无,2万下载","应用宝,暂无,1.8万下载","魅族应用商店,5.4分,8457下载","360手机助手,6.0分,6151下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/11373357/products/39502/
好药师大药房连锁有限公司,好药师,271.8万下载量,24小时送药,APP更新：2018.01.02,"应用宝,9.8分,84万下载","360手机助手,9.7分,57万下载","豌豆荚,4.8分,46.7万下载","百度手机助手,9.8分,31万下载","华为应用市场,7.0分,23.9万下载","OPPO软件商店,10分,20万下载","魅族应用商店,9.8分,9.1万下载","苹果应用市场,10分,暂无","小米应用商店,9.0分,暂无",,http://www.jobui.com/company/10000728/products/13729/
深圳市游视秀科技有限公司,服饰秀,18.2万下载量,APP更新：2017.04.24,数据更新：2017.11.08,"百度手机助手,暂无,9万下载","360手机助手,6.0分,6万下载","应用宝,暂无,3万下载","华为应用市场,6.0分,1719下载","豌豆荚,暂无,585下载","魅族应用商店,暂无,80下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12192180/products/31448/
南京爱多明信息技术有限公司,买个便宜货,18.9万下载量,不卖货，只推荐！,APP更新：2017.07.17,"应用宝,7.0分,3.9万下载","魅族应用商店,6.0分,3.4万下载","豌豆荚,4.8分,3.2万下载","华为应用市场,4.0分,3万下载","360手机助手,8.3分,3万下载","百度手机助手,9.3分,2万下载","OPPO软件商店,暂无,4000下载","小米应用商店,5.0分,暂无",,,http://www.jobui.com/company/11552941/products/30936/
珠海财富宝资产管理有限公司,天天兑,19.6万下载量,APP更新：2018.01.15,数据更新：2018.01.29,"华为应用市场,7.0分,7.1万下载","豌豆荚,10分,5.7万下载","应用宝,8.4分,4.6万下载","百度手机助手,10分,2万下载","魅族应用商店,10分,2456下载",,,,,,http://www.jobui.com/company/14651618/products/76136/
威旭网络科技(上海)有限公司,私蜜搭,453.4万下载量,DO REAL KOREAN FASHIONSTYLEDO携手韩国各大人气品牌店铺与大家见面啦！,APP更新：2017.03.21,"百度手机助手,9.0分,143万下载","360手机助手,9.8分,108万下载","华为应用市场,9.0分,67.3万下载","应用宝,9.6分,64万下载","魅族应用商店,10分,59.5万下载","豌豆荚,10分,11.6万下载","小米应用商店,9.0分,暂无",,,,http://www.jobui.com/company/11641796/products/31322/
成都格子云图科技有限公司,格子网店,47.3万下载量,成都大学生都在用,APP更新：2017.08.18,"百度手机助手,9.9分,20万下载","360手机助手,9.5分,11万下载","应用宝,8.0分,11万下载","豌豆荚,暂无,3.3万下载","华为应用市场,7.0分,1.2万下载","魅族应用商店,4.6分,7634下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12105924/products/63321/
北京听花科技有限公司,听花鲜花伴侣,50.8万下载量,鲜花速递新人礼包,APP更新：2018.01.28,"豌豆荚,9.9分,25.5万下载","应用宝,10分,15万下载","魅族应用商店,10分,10.3万下载","小米应用商店,8.0分,暂无",,,,,,,http://www.jobui.com/company/13603763/products/68005/
尚品时代投资顾问（北京）有限公司,米米,9万下载量,APP更新：2014.11.16,数据更新：2017.09.29,"豌豆荚,10分,8.3万下载","应用宝,4.4分,3590下载","360手机助手,7.5分,2737下载","百度手机助手,暂无,458下载","魅族应用商店,2.0分,303下载",,,,,,http://www.jobui.com/company/11720983/products/30970/
深圳平安金融科技咨询有限公司,吉银财富,5.4万下载量,吉林银行理财平台,APP更新：2017.03.25,"应用宝,8.8分,3.1万下载","华为应用市场,6.0分,1万下载","豌豆荚,暂无,9090下载","魅族应用商店,暂无,2157下载","百度手机助手,暂无,1002下载","360手机助手,6.3分,364下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/9804536/products/39617/
重庆日日月月科技有限公司,乐赏邦,12.2万下载量,APP更新：2016.01.23,数据更新：2017.09.29,"360手机助手,7.5分,12万下载","豌豆荚,暂无,840下载","应用宝,10分,674下载","魅族应用商店,暂无,113下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/10121680/products/39703/
JD京东商城,京东闪购,40万下载量,限时低价特卖购物,APP更新：2017.04.20,"百度手机助手,7.9分,14万下载","华为应用市场,7.0分,10.9万下载","应用宝,5.4分,9.7万下载","豌豆荚,暂无,4.4万下载","OPPO软件商店,6.0分,1万下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/11035039/products/30385/
眉山信达时空网络科技有限公司,众彩生活,17.8万下载量,APP更新：2018.01.26,数据更新：2018.01.28,"应用宝,10分,14万下载","百度手机助手,9.3分,3万下载","豌豆荚,暂无,5565下载","魅族应用商店,8.0分,2320下载",,,,,,,http://www.jobui.com/company/13201133/products/30909/
北京屹品文惠科技有限公司,心上,257.1万下载量,时尚轻奢闲置交易,APP更新：2018.01.08,"应用宝,9.8分,113万下载","华为应用市场,9.0分,85.8万下载","百度手机助手,9.8分,40万下载","魅族应用商店,10分,16万下载","豌豆荚,暂无,2.3万下载","苹果应用市场,10分,暂无","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/14083685/products/47569/
辽宁兴隆电子商务有限公司,兴隆大院,38.5万下载量,APP更新：2018.01.23,数据更新：2018.01.28,"华为应用市场,8.0分,38.5万下载","小米应用商店,5.0分,暂无",,,,,,,,,http://www.jobui.com/company/9883359/products/67987/
广州市汉策信息技术有限公司,好料,18.4万下载量,找箱包材料上好料,APP更新：2017.12.27,"360手机助手,9.8分,5万下载","百度手机助手,暂无,5万下载","华为应用市场,10分,4.2万下载","魅族应用商店,10分,1.9万下载","应用宝,9.8分,1.1万下载","OPPO软件商店,10分,1万下载","豌豆荚,暂无,2595下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/12484602/products/31154/
上海艾逛信息技术有限公司,天津大悦城,23.7万下载量,APP更新：2017.12.21,数据更新：2018.01.28,"应用宝,暂无,9.1万下载","百度手机助手,暂无,7万下载","华为应用市场,4.0分,5.2万下载","魅族应用商店,6.4分,1.4万下载","OPPO软件商店,8.0分,1万下载","小米应用商店,7.0分,暂无",,,,,http://www.jobui.com/company/11513554/products/13343/
杭州米秀信息技术有限公司,懒猫优惠,8.9万下载量,淘宝新玩法 先领券再返利更优惠,APP更新：2017.02.14,"豌豆荚,10分,6.7万下载","应用宝,9.8分,1.4万下载","OPPO软件商店,暂无,4000下载","华为应用市场,5.0分,1103下载","百度手机助手,6.0分,1022下载","360手机助手,6.9分,875下载","魅族应用商店,暂无,645下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/12247868/products/31061/
济南心引力网络科技有限公司,惠利圈,8.8万下载量,新型营销工具,APP更新：2018.01.25,"应用宝,10分,7.4万下载","华为应用市场,10分,8230下载","百度手机助手,暂无,2265下载","豌豆荚,暂无,2070下载","魅族应用商店,暂无,1578下载","360手机助手,6.0分,301下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/11547399/products/52238/
济南儒林网络科技有限公司,随便花,6.3万下载量,APP更新：2017.06.01,数据更新：2018.01.28,"应用宝,4.6分,3.3万下载","豌豆荚,暂无,1.2万下载","百度手机助手,暂无,9267下载","华为应用市场,2.0分,8730下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/13302680/products/47567/
百度在线网络技术（北京）有限公司,百度VIP,301.1万下载量,网购省钱神器,APP更新：2016.12.29,"百度手机助手,暂无,91万下载","魅族应用商店,10分,63.3万下载","360手机助手,9.4分,63万下载","豌豆荚,4.2分,42.8万下载","华为应用市场,6.0分,23万下载","应用宝,9.8分,13万下载","OPPO软件商店,10分,5万下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/11712594/products/30889/
福建微商联网络科技有限公司,优惠卷,6.9万下载量,优惠卷免费领取,APP更新：2017.03.02,"应用宝,10分,5.6万下载","豌豆荚,10分,1.3万下载","百度手机助手,暂无,128下载",,,,,,,,http://www.jobui.com/company/11797915/products/30920/
虫极科技（北京）有限公司,便利蜂,41.9万下载量,小小幸福在您身边,APP更新：2018.01.26,"华为应用市场,7.0分,27.5万下载","应用宝,10分,7.9万下载","魅族应用商店,7.4分,2.3万下载","百度手机助手,暂无,2万下载","豌豆荚,暂无,1.7万下载","360手机助手,7.2分,5117下载","小米应用商店,5.0分,暂无",,,,http://www.jobui.com/company/13651347/products/30366/
杭州来彩科技有限公司,来彩彩票专业版,325.8万下载量,彩票开奖投注分析,APP更新：2017.09.17,"魅族应用商店,10分,150万下载","应用宝,10分,94万下载","华为应用市场,10分,70.7万下载","豌豆荚,10分,11.1万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/12486181/products/39451/
江苏万邦云健康科技有限公司,风友汇,18.8万下载量,慢病健康管理平台,APP更新：2018.01.05,"华为应用市场,10分,7.3万下载","应用宝,10分,6.2万下载","OPPO软件商店,10分,2万下载","360手机助手,9.6分,2万下载","百度手机助手,10分,4965下载","豌豆荚,10分,4080下载","魅族应用商店,10分,3464下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/13114253/products/30584/
深圳市贸人科技有限公司,贸人E家,21.9万下载量,生意人都在用,APP更新：2017.05.26,"华为应用市场,10分,7.7万下载","360手机助手,9.7分,6万下载","百度手机助手,10分,5万下载","OPPO软件商店,暂无,2万下载","魅族应用商店,10分,1.2万下载","豌豆荚,暂无,850下载","应用宝,10分,479下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/12489265/products/20825/
拉扎斯网络科技(上海)有限公司,饿了么有菜,44.4万下载量,餐厅食材采购伙伴,APP更新：2018.01.18,"百度手机助手,5.2分,12万下载","华为应用市场,6.0分,12万下载","应用宝,10分,10万下载","豌豆荚,暂无,4.3万下载","魅族应用商店,8.6分,4.1万下载","360手机助手,6.1分,2万下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/10354210/products/39488/
珠海天缘美软件科技有限公司,天天兑,15.5万下载量,APP更新：2018.01.14,数据更新：2018.01.28,"华为应用市场,7.0分,7.1万下载","豌豆荚,10分,5.7万下载","百度手机助手,10分,2万下载","360手机助手,7.6分,4578下载","魅族应用商店,10分,2445下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/13781576/products/68549/
新蛋信息技术（中国）有限公司,tt海购,7.2万下载量,优质跨境购物平台,APP更新：2018.01.12,"华为应用市场,10分,5.4万下载","应用宝,10分,1万下载","魅族应用商店,暂无,3566下载","百度手机助手,暂无,1692下载","360手机助手,7.6分,1514下载","豌豆荚,暂无,798下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/11713920/products/74490/
杭州崇优科技有限公司,领啦网,17.7万下载量,全场商品1元购,APP更新：2017.12.21,"百度手机助手,6.7分,10万下载","360手机助手,5.9分,7万下载","魅族应用商店,9.4分,5511下载","豌豆荚,暂无,1455下载","应用宝,暂无,240下载",,,,,,http://www.jobui.com/company/13871809/products/23127/
杭州他她购信息技术有限公司,省猫猫,121万下载量,省钱平价购好货,APP更新：2017.12.25,"豌豆荚,暂无,35.6万下载","应用宝,9.8分,35万下载","360手机助手,9.8分,26万下载","华为应用市场,6.0分,12.1万下载","百度手机助手,10分,12万下载","魅族应用商店,10分,2880下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/13186087/products/74017/
玫瑰视界（北京）网络科技有限公司,OFashion迷橙,18.5万下载量,全球时尚奢侈品,APP更新：2017.12.22,"应用宝,8.8分,10万下载","豌豆荚,10分,6.9万下载","魅族应用商店,10分,1.6万下载","苹果应用市场,9.0分,暂无","小米应用商店,9.0分,暂无",,,,,,http://www.jobui.com/company/11769931/products/30494/
广州市妈妈一百电子商务有限公司,商家中心,57.8万下载量,APP更新：2016.12.19,数据更新：2018.01.28,"应用宝,8.4分,27万下载","豌豆荚,暂无,22.2万下载","华为应用市场,2.0分,4.1万下载","360手机助手,7.5分,3万下载","魅族应用商店,8.8分,1.5万下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/11521225/products/30907/
杭州点云信息技术有限公司,返利大王,446万下载量,购买淘宝商品，看到心仪的商品，复制淘宝商品链接到返利淘软件，就可以实现购买淘宝商品的同时实现返利啦。,APP更新：2017.05.02,"豌豆荚,5.3分,378.7万下载","360手机助手,9.8分,29万下载","百度手机助手,7.3分,23万下载","应用宝,9.8分,8.9万下载","华为应用市场,6.0分,3.2万下载","魅族应用商店,9.4分,2.2万下载","OPPO软件商店,8.0分,1万下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/12301792/products/39727/
天津美维信息技术有限公司,美乐乐,21.8万下载量,APP更新：2018.01.15,数据更新：2018.01.28,"华为应用市场,8.0分,17.8万下载","360手机助手,9.5分,4万下载","百度手机助手,暂无,151下载","小米应用商店,10分,暂无",,,,,,,http://www.jobui.com/company/11283008/products/68438/
绵阳市昌瑞科技有限公司,西蜀网,10.5万下载量,绵阳人的生活助手,APP更新：2017.12.21,"应用宝,10分,7万下载","百度手机助手,10分,1万下载","360手机助手,6.0分,7183下载","华为应用市场,6.0分,7108下载","豌豆荚,暂无,6450下载","魅族应用商店,10分,4589下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/10935444/products/39528/
珠海健康云科技有限公司,魅力小虫,201.1万下载量,这是一个只做高品质天然农副产品的平台,APP更新：2018.01.13,"应用宝,9.8分,136万下载","百度手机助手,10分,34万下载","豌豆荚,暂无,13.4万下载","360手机助手,9.8分,8万下载","魅族应用商店,10分,6.8万下载","华为应用市场,10分,3万下载",,,,,http://www.jobui.com/company/10621478/products/76197/
杭州有赞科技有限公司,有赞微商城,509.3万下载量,首选的微电商服务平台，完全免费,APP更新：2018.01.16,"华为应用市场,7.0分,136.5万下载","应用宝,8.8分,97万下载","百度手机助手,9.2分,93万下载","豌豆荚,6.4分,69.2万下载","360手机助手,9.7分,41万下载","魅族应用商店,9.8分,37.6万下载","OPPO软件商店,8.0分,35万下载","苹果应用市场,9.0分,暂无","小米应用商店,9.0分,暂无",,http://www.jobui.com/company/11961382/products/13315/
江苏广电数字传媒有限公司,靓妆网购,18.2万下载量,靓妆网购-只为让你更美丽-靓妆频道,APP更新：2018.01.27,"应用宝,6.0分,7.5万下载","百度手机助手,7.5分,4万下载","豌豆荚,暂无,2.6万下载","华为应用市场,8.0分,2.5万下载","360手机助手,6.0分,9513下载","魅族应用商店,暂无,5962下载",,,,,http://www.jobui.com/company/38045/products/31316/
深圳市车来网商城汽车服务有限公司,车来网,33万下载量,汽车保养项目查询，汽车配件购齐，养车无忧！,APP更新：2015.07.10,"360手机助手,9.9分,19万下载","应用宝,10分,6.7万下载","豌豆荚,暂无,5.7万下载","百度手机助手,8.0分,1万下载","华为应用市场,6.0分,4280下载","魅族应用商店,10分,1371下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/11699418/products/47598/
北京网酒网电子商务股份有限公司,网酒网,17.5万下载量,APP更新：2017.08.30,数据更新：2018.01.28,"百度手机助手,7.8分,8万下载","华为应用市场,10分,3.9万下载","360手机助手,4.9分,3万下载","魅族应用商店,7.0分,2.7万下载","小米应用商店,7.0分,暂无",,,,,,http://www.jobui.com/company/12742743/products/68192/
广州美快软件开发有限公司,美街,43.1万下载量,直采直邮全球潮品,APP更新：2018.01.11,"百度手机助手,10分,29万下载","360手机助手,9.7分,14万下载","华为应用市场,6.0分,660下载","豌豆荚,暂无,141下载","魅族应用商店,暂无,39下载","小米应用商店,10分,暂无",,,,,http://www.jobui.com/company/11714299/products/74772/
上海萌店信息科技有限公司,萌小店,449万下载量,线上开店线下收银,APP更新：2018.01.25,"百度手机助手,4.0分,173万下载","应用宝,10分,153万下载","魅族应用商店,10分,113.6万下载","360手机助手,9.9分,7万下载","华为应用市场,10分,1.8万下载","豌豆荚,暂无,5790下载",,,,,http://www.jobui.com/company/14209903/products/78272/
北京拉手网络技术有限公司,拉手团购HD,32万下载量,APP更新：2015.01.29,数据更新：2018.01.28,"百度手机助手,8.1分,21万下载","360手机助手,4.5分,8万下载","应用宝,4.0分,2.9万下载","豌豆荚,暂无,1035下载",,,,,,,http://www.jobui.com/company/8034199/products/39639/
远东买卖宝网络科技有限公司,买卖宝,26.7万下载量,APP更新：2018.01.17,数据更新：2018.01.28,"360手机助手,2.0分,26万下载","华为应用市场,10分,2387下载","应用宝,10分,2268下载","豌豆荚,暂无,975下载","百度手机助手,暂无,532下载","魅族应用商店,暂无,520下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/11041802/products/68459/
大鹅网,大鹅网,58.1万下载量,APP更新：2015.01.13,数据更新：2018.01.28,"360手机助手,7.9分,58万下载","豌豆荚,暂无,855下载","应用宝,暂无,105下载",,,,,,,,http://www.jobui.com/company/8232632/products/30721/
